name,URL,update_time,description,location,category,stage,social_media,age,create_time,close_time,employees,type,source
Fox Real Estate Groups,https://www.foxgroupsouthsound.com/,None,"Description:
	Welcome! The Fox Real Estate Group is recognized as one of the Top Real Estate Brokers in the Pacific Northwest. We have received numerous awards for our expertise and world-class customer service. Our team of top agents are affiliated with Keller Williams Realty, the largest real estate company in the world.
Business hours:
	Mon: 9:00am - 5:00pm
	Tue: 9:00am - 5:00pm
	Wed: 9:00am - 5:00pm
	Thu: 9:00am - 5:00pm
	Fri: 9:00am - 5:00pm
	Sat: 9:00am - 5:00pm
	Sun: 9:00am - 5:00pm
Payment Method:
	Financing Available, Cash
For more information, please contact us with the details below:
Contact Telephone:
	+1 253-236-3727","United States, University Place, WA 98466",['Real Estate'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
James Bentley Treatment Program,https://jamesbentleytreatmentprogram.com,None,James Bentley Treatment Program provides clinical counseling with on going training and supervision by licensed and experienced professional counselors. We offer In Home Counseling Services and Therapeutic Day Treatment Services within the Hampton Roads community.,"United States, Portsmouth, VA 23704",['Healthcare / Medical Services'],Mature,None,None,2002/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
AJS Automotive,https://ajsautova.com/,None,"AJS Automotive is located in Suffolk, VA and is dedicated to providing quality services of Hybrid Repair Services Suffolk VA,Auto repair shop Services Suffolk VA,Automotive repair shop Services Suffolk VA,Auto repairs near me Suffolk VA,Best car repairs near me Suffolk VA. Call us today at (757) 935-5117. We can help! We look forward to hearing from you.","Austria, 23434 Suffolk",['Automotive and Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Cincinnati Cabinet Refinishing,http://www.cincinnaticabinetpainter.com/,None,"Description:
Cincinnati Cabinet Refinishing is dedicated to providing residents in the Greater Cincinnati area with affordable and beautiful kitchen remodel services, including kitchen cabinet painting and refacing, countertop and backsplash installation, and a whole lot more. Eliminate the hassle of doing it yourself and take advantage of our 30+ years of experience, top-of-the-line materials, and top-tier customer service. We guarantee our work and your satisfaction for an entire year. Call today!
 
Business Hours:
Mon: 8:00am - 7:00pm
	Tue: 8:00am - 7:00pm
	Wed: 8:00am - 7:00pm
	Thu: 8:00am - 7:00pm
	Fri: 8:00am - 7:00pm
	Sat: 9:00am - 4:00pm
	Sun: Closed
 
Date of Company Formation:
2019
 
Payment Methods:
Cash, Personal Check, Visa, Mastercard, American Express, Discover
 
For more information, please contact us with the following details: 
 
Contact Telephone:
(513) 777-4100
 
Contact Email:
info@365renovations.com","United States, Fairfield, OH 45014",['Other'],None,None,None,2019/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Minuteman Press,https://minuteman.com/us/locations/nc/concord/,None,"Description:
	Professional printing company in Concord, NC. For over 30 years, Minuteman Press has been providing professional printing services including apparel embroidery, calendars, stamps, promotional products, binders, brochures, business cards and more.
Business hours:
	Mon-Thu: 8:00am - 5:30pm, Fri: 8:00am - 5:00pm, Sat-Sun: Closed
Payment Method:
	Cash, Visa, ATM / Debit, Mastercard, American Express, Personal Check
For more information, please contact us with the details below:
Contact Telephone:
	704-782-2020
Contact Email:
pat@concordmmp.com
Other Social Media Profiles:
https://www.linkedin.com/company/international-minute-press-concord-nc/","United States, Concord, NC 28027",['Printing and Publishing'],None,None,None,1990/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Journey Palliative and Hospice,https://journeyhospiceinc.com/,None,"Journey Palliative and Hospice strives to provide quality end-of-life and palliative care. Patient services are provided without regard to race, color, religion, age, gender, sexual orientation, disability ( mental or physical ), communicable disease, or place of nation origin.","United States, Burbank, CA 91505",['Healthcare / Medical Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Guardian Tax Law,https://www.guardiantaxlaw.com/,None,"Description:
	At Guardian Tax Law, we believe that your lawyer should ensure you feel comfortable and confident that your tax problems are being resolved. To give you the best representation possible, we offer a FREE confidential consultation to personally evaluate your specific tax matters, obtain all relevant information necessary, and recommend the best course of action for your personal situation.
We work directly with the IRS and State tax agencies on your behalf to permanently resolve your tax issues.
Business Hours:
Mon: 08:00 - 17:00
	Tue: 08:00 - 17:00
	Wed: 08:00 - 17:00
	Thu: 08:00 - 17:00
	Fri: 08:00 - 17:00
	Sat: Closed
	Sun: Closed
Payment Methods:
	Cash, Visa, Mastercard, American Express, ATM / Debit, Personal Check
For more information, please contact us with the following details:
Contact Email:
lsullivan@guardiantaxlaw.com
Contact Telephone:
	+1 520-286-8182","United States, Tucson, AZ 85711",['Other'],None,None,None,None,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Richmond Moy Yat Kung Fu Academy,http://kungfurichmond.com,None,"Description:
	The Richmond Moy Yat Kung Fu Academy offers instruction in the simple-yet-effective Ving Tsun (wing chun) system of martial arts, for fitness, exercise, health and self-defense. Train to stay on your feet, with hands that can block and hit at the same time. Group classes and private lessons are available for men, women, kids and teens.
Business hours:
	Mon: 12:00pm - 9:00pm
	Tue: 12:00pm - 9:00pm
	Wed: 12:00pm - 9:00pm
	Thu: 12:00pm - 9:00pm
	Fri: 12:00pm - 9:00pm
	Sat: 10:30am - 3:00pm
	Sun: Closed
Payment Method:
	Cash, Visa, Mastercard, American Express, Personal Check, Discover, PayPal
For more information, please contact us with the details below:
Contact Telephone:
	8044977555
Contact Email:
info@kungfurichmond.com
Other Social Media Profiles:
https://www.linkedin.com/company/richmond-moy-yat-kung-fu/
https://www.instagram.com/richmondkungfu/","United States, Richmond, VA 23219",['Education'],None,None,None,None,None,1,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Design ME Marketing,https://www.designmemarketing.com/,None,"Description:
	Design ME Marketing has been a leader in the SEO industry since 2012. We pride ourselves on being creative, innovative and passionate. We use the facts, data driven numbers, to create the perfect campaign for your business. We will audit your website, analyze your keywords and spy on your competitors. Then we will craft the perfect digital marketing solution for your company.
Business hours:
	Mon-Fri: 09:00am - 5:00pm, Sat-Sun: Closed
Payment Method:
	Visa, Invoice, Mastercard, American Express, Discover
For more information, please contact us with the details below:
Contact Telephone:
	(855) 969-5541
Contact Email:
contact@designmemarketing.com
Other Social Media Profiles:
https://www.instagram.com/designmemarketing/","United States, Deer Park, NY 11729",['Other'],None,None,None,2012/01/1,None,20,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Family Resource Home Care,https://www.familyresourcehomecare.com/locations/tri-cities/,None,"Description:
	Family Resource Home Care provides non-medical assistance to help our clients live at home comfortably and independently. We are proud to support families and communities throughout the Pacific Northwest through our dedicated caregivers who share a commitment to enhancing the quality of life for those in need of home care services. Contact us today to learn more!
Business hours:
	Mon-Sun: Open 24 Hours
Payment Method:
	Personal Check, Visa, Mastercard, ATM / Debit
For more information, please contact us with the details below:
Contact Telephone:
	(509) 254-8490
Contact Email:
tri-cities@familyrhc.com
Other Social Media Profiles:
https://www.linkedin.com/company/family-resource-home-care/
https://www.instagram.com/family_resource_home_care/","United States, Kennewick, WA 99336",['Healthcare / Medical Services'],None,None,None,None,None,1 500,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Spinnr,https://spinnr.app,None,"Spinnr is a video app that helps you meet new people who share your hobbies and interests, so you can do fun activities together! Make new friends without likes, comments, follows, or other toxic behavior. With video profiles, intro videos, and video messaging, it’s easier than ever to connect with people around.","United States, Philadelphia, PA 19136",['IT.Social'],Shipping,None,None,2022/08/7,None,25,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Thomas Wohl Real Estate - eXp realty,http://thomaswohl.exprealty.com/,None,"Description:
Award-winning Real Estate Professional for North Carolina's Triangle area (Raleigh/Cary/Durham)! Licensed in 1993, Thomas Wohl has consistently & successfully ranked amongst top real estate leaders around the U.S. in his decades long career. As a Top 1% eXp agent in the U.S., Thomas specializes in home buyers, sellers, relocation, & new construction. Exceptional up-to-date market knowledge, sharp negotiating skills, a calming presence, humor - Thomas strives for lifelong client relationships!
Business Hours:
Mon: 09:00 - 20:00
	Tue: 09:00 - 20:00
	Wed: 09:00 - 20:00
	Thu: 09:00 - 20:00
	Fri: 09:00 - 18:00
	Sat: 09:00 - 17:00
	Sun: 12:00 - 17:00
For more information, please contact us with the following details:

	Contact Email:
thomaswohlexp@gmail.com
Contact Telephone:
(919) 601-3005","United States, Raleigh, NC 27609",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Kriebel & Associates P.A.,https://www.thenewberndentist.com/,None,"Description:
	When you visit our New Bern dental office, your smile is our top priority. Our entire team is dedicated to providing you with the personalized, quality dental care that you deserve. Visit Kriebel and Associates P.A. in New Bern and you will experience all that modern dentistry has to offer, including a comprehensive list of general, restorative and cosmetic dental services to meet the needs of the whole family.
Business hours:
	Mon: 08:00 - 17:00
	Tue: 08:00 - 17:00
	Wed: 08:00 - 17:00
	Thu: 08:00 - 17:00
	Fri: 08:00 - 17:00
	Sat: Closed
	Sun: Closed
Payment Method:
	Cash, Insurance, Visa, ATM / Debit, Mastercard, American Express, Discover
For more information, please contact us with the details below:
Contact Telephone:
	+1 252-638-1864
Contact Email:
drkriebel@thenewberndentist.com","United States, New Bern, NC 28560",['Healthcare / Medical Services'],None,None,None,None,None,7,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Swing Set Systems,https://swingsetsystems.com,None,"John Pagano, the owner of Swing Set Systems, has a family history in the toymaking industry. John's father opened his very own toy manufacturing business in Brooklyn, New York, so John spent a lot of time in his youth helping out his father in the factory and even selling toys to his classmates at school. 
Now, as an adult and a father, he is continuing the family legacy through Swing Set Systems by providing children with a safe, creative space to exercise their bodies and imaginations. In doing so, John hopes to pull their attention away from the ever-present screens of the digital age and encourage them to engage with the world around them.","United States, Longwood, FL 32750",['Retail'],Shipping,None,None,2020/07/22,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
